book,chapter_num,sentiment,n,total_words,saga,prop
The Mortal Instruments 05 - Cit,22,fear,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,22,negative,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,22,sadness,1,5,Shadowhunters,0.2
The Mortal Instruments 06 - Cit,3,negative,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,3,sadness,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,4,anticipation,1,1,Shadowhunters,1
The Mortal Instruments 06 - Cit,5,positive,1,1,Shadowhunters,1
The Mortal Instruments 06 - Cit,6,anger,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,6,anticipation,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,6,fear,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,6,negative,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,6,surprise,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,6,trust,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,7,trust,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 06 - Cit,8,anger,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,8,negative,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,9,disgust,1,7,Shadowhunters,0.14285714285714285
The Mortal Instruments 06 - Cit,9,fear,1,7,Shadowhunters,0.14285714285714285
The Mortal Instruments 06 - Cit,9,negative,1,7,Shadowhunters,0.14285714285714285
The Mortal Instruments 06 - Cit,10,anger,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,10,fear,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,11,anger,1,5,Shadowhunters,0.2
The Mortal Instruments 06 - Cit,11,disgust,1,5,Shadowhunters,0.2
The Mortal Instruments 06 - Cit,11,fear,1,5,Shadowhunters,0.2
The Mortal Instruments 06 - Cit,11,negative,1,5,Shadowhunters,0.2
The Mortal Instruments 06 - Cit,11,surprise,1,5,Shadowhunters,0.2
The Mortal Instruments 06 - Cit,12,negative,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,12,sadness,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,13,fear,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,13,negative,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,15,positive,1,1,Shadowhunters,1
The Mortal Instruments 06 - Cit,16,anger,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 06 - Cit,16,fear,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 06 - Cit,16,negative,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 06 - Cit,18,disgust,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,18,negative,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,20,positive,1,1,Shadowhunters,1
The Mortal Instruments 06 - Cit,21,negative,1,1,Shadowhunters,1
The Mortal Instruments 06 - Cit,22,anticipation,1,12,Shadowhunters,0.08333333333333333
The Mortal Instruments 06 - Cit,22,surprise,1,12,Shadowhunters,0.08333333333333333
The Mortal Instruments 06 - Cit,23,negative,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,23,sadness,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,24,anticipation,1,4,Shadowhunters,0.25
The Mortal Instruments 06 - Cit,24,joy,1,4,Shadowhunters,0.25
The Mortal Instruments 06 - Cit,24,positive,1,4,Shadowhunters,0.25
The Mortal Instruments 06 - Cit,24,surprise,1,4,Shadowhunters,0.25
The Mortal Instruments 06 - Cit,25,anticipation,1,4,Shadowhunters,0.25
The Mortal Instruments 06 - Cit,25,joy,1,4,Shadowhunters,0.25
The Mortal Instruments 06 - Cit,25,positive,1,4,Shadowhunters,0.25
The Mortal Instruments 06 - Cit,25,trust,1,4,Shadowhunters,0.25
The Mortal Instruments 06 - Cit,26,joy,1,2,Shadowhunters,0.5
The Mortal Instruments 06 - Cit,26,positive,1,2,Shadowhunters,0.5
Unravel Me,0,anticipation,1,8,Shadowhunters,0.125
Unravel Me,0,joy,1,8,Shadowhunters,0.125
Unravel Me,0,negative,1,8,Shadowhunters,0.125
Unravel Me,0,sadness,1,8,Shadowhunters,0.125
Unravel Me,0,trust,1,8,Shadowhunters,0.125
Unravel Me,73,positive,1,2,Shadowhunters,0.5
Unravel Me,73,trust,1,2,Shadowhunters,0.5
Unravel Me,81,joy,1,41,Shadowhunters,0.024390243902439025
Unravel Me,88,positive,1,2,Shadowhunters,0.5
Unravel Me,88,trust,1,2,Shadowhunters,0.5
Unravel Me,90,anger,1,7,Shadowhunters,0.14285714285714285
Unravel Me,90,anticipation,1,7,Shadowhunters,0.14285714285714285
Unravel Me,90,fear,1,7,Shadowhunters,0.14285714285714285
Unravel Me,90,joy,1,7,Shadowhunters,0.14285714285714285
Unravel Me,90,negative,1,7,Shadowhunters,0.14285714285714285
Unravel Me,90,positive,1,7,Shadowhunters,0.14285714285714285
Unravel Me,90,trust,1,7,Shadowhunters,0.14285714285714285
Unravel Me,101,anger,1,10,Shadowhunters,0.1
Unravel Me,101,anticipation,1,10,Shadowhunters,0.1
Unravel Me,101,negative,1,10,Shadowhunters,0.1
Unravel Me,101,sadness,1,10,Shadowhunters,0.1
