book,chapter_num,sentiment,n,total_words,saga,prop
Shatter Me,20,fear,39,248,Shadowhunters,0.15725806451612903
Unravel Me,75,trust,39,452,Shadowhunters,0.08628318584070796
Ignite Me,81,negative,38,248,Shadowhunters,0.1532258064516129
Ignite Me,86,positive,38,177,Shadowhunters,0.21468926553672316
Iron Flame,79,joy,38,978,Shadowhunters,0.03885480572597137
Iron Flame,81,trust,38,340,Shadowhunters,0.11176470588235295
Iron Flame,98,surprise,38,549,Shadowhunters,0.0692167577413479
Iron Flame,132,sadness,38,354,Shadowhunters,0.10734463276836158
Onyx Storm (The Empyrean Book 3,67,joy,38,891,Shadowhunters,0.04264870931537598
Onyx Storm (The Empyrean Book 3,69,surprise,38,694,Shadowhunters,0.05475504322766571
Onyx Storm (The Empyrean Book 3,71,sadness,38,631,Shadowhunters,0.060221870047543584
Onyx Storm (The Empyrean Book 3,84,surprise,38,531,Shadowhunters,0.07156308851224105
Onyx Storm (The Empyrean Book 3,86,anger,38,589,Shadowhunters,0.06451612903225806
Onyx Storm (The Empyrean Book 3,96,trust,38,346,Shadowhunters,0.10982658959537572
Onyx Storm (The Empyrean Book 3,98,anticipation,38,543,Shadowhunters,0.06998158379373849
Onyx Storm (The Empyrean Book 3,105,trust,38,430,Shadowhunters,0.08837209302325581
Onyx Storm (The Empyrean Book 3,118,trust,38,536,Shadowhunters,0.0708955223880597
Onyx Storm (The Empyrean Book 3,125,sadness,38,440,Shadowhunters,0.08636363636363636
Onyx Storm (The Empyrean Book 3,125,trust,38,440,Shadowhunters,0.08636363636363636
Onyx Storm (The Empyrean Book 3,127,anger,38,375,Shadowhunters,0.10133333333333333
Shatter Me,19,anger,38,356,Shadowhunters,0.10674157303370786
Unravel Me,80,trust,38,450,Shadowhunters,0.08444444444444445
Fourth Wing,47,surprise,37,727,Shadowhunters,0.05089408528198074
Fourth Wing,51,joy,37,682,Shadowhunters,0.054252199413489736
Fourth Wing,62,joy,37,659,Shadowhunters,0.05614567526555387
Fourth Wing,78,joy,37,699,Shadowhunters,0.05293276108726753
Ignite Me,83,anger,37,417,Shadowhunters,0.08872901678657075
Iron Flame,70,surprise,37,838,Shadowhunters,0.0441527446300716
Iron Flame,71,joy,37,577,Shadowhunters,0.06412478336221837
Iron Flame,89,joy,37,661,Shadowhunters,0.05597579425113464
Iron Flame,90,anger,37,379,Shadowhunters,0.09762532981530343
Iron Flame,112,disgust,37,636,Shadowhunters,0.05817610062893082
Iron Flame,115,joy,37,514,Shadowhunters,0.07198443579766536
Iron Flame,119,surprise,37,643,Shadowhunters,0.05754276827371695
Iron Flame,124,disgust,37,780,Shadowhunters,0.047435897435897434
Iron Flame,124,surprise,37,780,Shadowhunters,0.047435897435897434
Onyx Storm (The Empyrean Book 3,71,disgust,37,631,Shadowhunters,0.058637083993660855
Onyx Storm (The Empyrean Book 3,73,surprise,37,615,Shadowhunters,0.06016260162601626
Onyx Storm (The Empyrean Book 3,75,anger,37,541,Shadowhunters,0.06839186691312385
Onyx Storm (The Empyrean Book 3,81,trust,37,361,Shadowhunters,0.10249307479224377
Onyx Storm (The Empyrean Book 3,94,joy,37,714,Shadowhunters,0.05182072829131653
Onyx Storm (The Empyrean Book 3,94,surprise,37,714,Shadowhunters,0.05182072829131653
Onyx Storm (The Empyrean Book 3,98,sadness,37,543,Shadowhunters,0.06813996316758748
Onyx Storm (The Empyrean Book 3,98,surprise,37,543,Shadowhunters,0.06813996316758748
Onyx Storm (The Empyrean Book 3,103,surprise,37,586,Shadowhunters,0.06313993174061433
Onyx Storm (The Empyrean Book 3,112,sadness,37,447,Shadowhunters,0.08277404921700224
Onyx Storm (The Empyrean Book 3,119,trust,37,370,Shadowhunters,0.1
Onyx Storm (The Empyrean Book 3,121,anticipation,37,418,Shadowhunters,0.08851674641148326
Shatter Me,13,fear,37,301,Shadowhunters,0.12292358803986711
Shatter Me,17,sadness,37,415,Shadowhunters,0.0891566265060241
Fourth Wing,60,joy,36,689,Shadowhunters,0.05224963715529753
Fourth Wing,66,surprise,36,858,Shadowhunters,0.04195804195804196
Ignite Me,85,joy,36,530,Shadowhunters,0.06792452830188679
Iron Flame,75,joy,36,851,Shadowhunters,0.04230317273795535
Iron Flame,76,joy,36,811,Shadowhunters,0.04438964241676942
Iron Flame,83,disgust,36,526,Shadowhunters,0.06844106463878327
Iron Flame,89,surprise,36,661,Shadowhunters,0.05446293494704992
Iron Flame,116,anger,36,264,Shadowhunters,0.13636363636363635
Iron Flame,117,anger,36,320,Shadowhunters,0.1125
Iron Flame,121,anger,36,390,Shadowhunters,0.09230769230769231
Iron Flame,126,disgust,36,887,Shadowhunters,0.040586245772266064
Onyx Storm (The Empyrean Book 3,81,anger,36,361,Shadowhunters,0.0997229916897507
Onyx Storm (The Empyrean Book 3,86,joy,36,589,Shadowhunters,0.06112054329371817
Onyx Storm (The Empyrean Book 3,88,anticipation,36,398,Shadowhunters,0.09045226130653267
Onyx Storm (The Empyrean Book 3,99,fear,36,434,Shadowhunters,0.08294930875576037
Onyx Storm (The Empyrean Book 3,116,sadness,36,467,Shadowhunters,0.07708779443254818
Onyx Storm (The Empyrean Book 3,120,surprise,36,636,Shadowhunters,0.05660377358490566
Onyx Storm (The Empyrean Book 3,122,trust,36,266,Shadowhunters,0.13533834586466165
Onyx Storm (The Empyrean Book 3,123,sadness,36,451,Shadowhunters,0.07982261640798226
Onyx Storm (The Empyrean Book 3,128,surprise,36,676,Shadowhunters,0.05325443786982249
Onyx Storm (The Empyrean Book 3,131,sadness,36,341,Shadowhunters,0.10557184750733138
Onyx Storm (The Empyrean Book 3,131,trust,36,341,Shadowhunters,0.10557184750733138
Shatter Me,12,anger,36,349,Shadowhunters,0.10315186246418338
Unravel Me,77,anticipation,36,458,Shadowhunters,0.07860262008733625
Ignite Me,79,positive,35,261,Shadowhunters,0.13409961685823754
Ignite Me,81,fear,35,248,Shadowhunters,0.14112903225806453
Ignite Me,81,positive,35,248,Shadowhunters,0.14112903225806453
Iron Flame,80,surprise,35,676,Shadowhunters,0.051775147928994084
Iron Flame,81,anticipation,35,340,Shadowhunters,0.10294117647058823
Iron Flame,115,sadness,35,514,Shadowhunters,0.06809338521400778
Iron Flame,120,trust,35,552,Shadowhunters,0.06340579710144928
Iron Flame,125,joy,35,810,Shadowhunters,0.043209876543209874
Onyx Storm (The Empyrean Book 3,70,joy,35,552,Shadowhunters,0.06340579710144928
Onyx Storm (The Empyrean Book 3,70,surprise,35,552,Shadowhunters,0.06340579710144928
Onyx Storm (The Empyrean Book 3,80,joy,35,628,Shadowhunters,0.05573248407643312
Onyx Storm (The Empyrean Book 3,85,disgust,35,686,Shadowhunters,0.05102040816326531
Onyx Storm (The Empyrean Book 3,100,disgust,35,819,Shadowhunters,0.042735042735042736
Onyx Storm (The Empyrean Book 3,105,anticipation,35,430,Shadowhunters,0.08139534883720931
Onyx Storm (The Empyrean Book 3,106,anticipation,35,344,Shadowhunters,0.10174418604651163
Onyx Storm (The Empyrean Book 3,111,disgust,35,712,Shadowhunters,0.04915730337078652
Onyx Storm (The Empyrean Book 3,115,anticipation,35,352,Shadowhunters,0.09943181818181818
Onyx Storm (The Empyrean Book 3,128,disgust,35,676,Shadowhunters,0.051775147928994084
Shatter Me,12,fear,35,349,Shadowhunters,0.10028653295128939
Shatter Me,22,positive,35,266,Shadowhunters,0.13157894736842105
Unravel Me,75,sadness,35,452,Shadowhunters,0.07743362831858407
Unravel Me,77,fear,35,458,Shadowhunters,0.07641921397379912
Fourth Wing,64,sadness,34,508,Shadowhunters,0.06692913385826772
Fourth Wing,75,disgust,34,650,Shadowhunters,0.052307692307692305
Iron Flame,85,joy,34,836,Shadowhunters,0.04066985645933014
Iron Flame,100,anticipation,34,324,Shadowhunters,0.10493827160493827
Iron Flame,119,joy,34,643,Shadowhunters,0.05287713841368585
Iron Flame,124,joy,34,780,Shadowhunters,0.04358974358974359
Onyx Storm (The Empyrean Book 3,72,surprise,34,738,Shadowhunters,0.04607046070460705
Onyx Storm (The Empyrean Book 3,74,sadness,34,416,Shadowhunters,0.08173076923076923
Onyx Storm (The Empyrean Book 3,79,joy,34,568,Shadowhunters,0.05985915492957746
Onyx Storm (The Empyrean Book 3,85,surprise,34,686,Shadowhunters,0.04956268221574344
Onyx Storm (The Empyrean Book 3,90,surprise,34,610,Shadowhunters,0.05573770491803279
Onyx Storm (The Empyrean Book 3,93,joy,34,685,Shadowhunters,0.049635036496350364
Onyx Storm (The Empyrean Book 3,97,sadness,34,460,Shadowhunters,0.07391304347826087
Onyx Storm (The Empyrean Book 3,110,surprise,34,582,Shadowhunters,0.058419243986254296
Onyx Storm (The Empyrean Book 3,125,anticipation,34,440,Shadowhunters,0.07727272727272727
Shatter Me,12,positive,34,349,Shadowhunters,0.09742120343839542
Shatter Me,19,sadness,34,356,Shadowhunters,0.09550561797752809
Shatter Me,22,fear,34,266,Shadowhunters,0.12781954887218044
Unravel Me,78,trust,34,300,Shadowhunters,0.11333333333333333
Fourth Wing,84,joy,33,971,Shadowhunters,0.03398558187435633
Iron Flame,67,surprise,33,742,Shadowhunters,0.0444743935309973
Iron Flame,72,sadness,33,409,Shadowhunters,0.08068459657701711
Iron Flame,81,anger,33,340,Shadowhunters,0.09705882352941177
Iron Flame,84,surprise,33,783,Shadowhunters,0.0421455938697318
Iron Flame,90,sadness,33,379,Shadowhunters,0.0870712401055409
Iron Flame,100,sadness,33,324,Shadowhunters,0.10185185185185185
Iron Flame,113,anticipation,33,524,Shadowhunters,0.06297709923664122
Iron Flame,115,disgust,33,514,Shadowhunters,0.06420233463035019
Iron Flame,117,anticipation,33,320,Shadowhunters,0.103125
Iron Flame,120,disgust,33,552,Shadowhunters,0.059782608695652176
Iron Flame,121,fear,33,390,Shadowhunters,0.08461538461538462
Iron Flame,132,trust,33,354,Shadowhunters,0.09322033898305085
Onyx Storm (The Empyrean Book 3,69,disgust,33,694,Shadowhunters,0.04755043227665706
Onyx Storm (The Empyrean Book 3,72,disgust,33,738,Shadowhunters,0.044715447154471545
Onyx Storm (The Empyrean Book 3,74,surprise,33,416,Shadowhunters,0.07932692307692307
Onyx Storm (The Empyrean Book 3,83,disgust,33,733,Shadowhunters,0.045020463847203276
Onyx Storm (The Empyrean Book 3,88,joy,33,398,Shadowhunters,0.0829145728643216
Onyx Storm (The Empyrean Book 3,95,disgust,33,679,Shadowhunters,0.048600883652430045
Onyx Storm (The Empyrean Book 3,96,anger,33,346,Shadowhunters,0.0953757225433526
Onyx Storm (The Empyrean Book 3,99,joy,33,434,Shadowhunters,0.07603686635944701
Onyx Storm (The Empyrean Book 3,101,disgust,33,753,Shadowhunters,0.043824701195219126
Onyx Storm (The Empyrean Book 3,110,sadness,33,582,Shadowhunters,0.05670103092783505
Onyx Storm (The Empyrean Book 3,115,sadness,33,352,Shadowhunters,0.09375
Onyx Storm (The Empyrean Book 3,120,joy,33,636,Shadowhunters,0.05188679245283019
Onyx Storm (The Empyrean Book 3,127,sadness,33,375,Shadowhunters,0.088
Unravel Me,75,joy,33,452,Shadowhunters,0.07300884955752213
Fourth Wing,51,surprise,32,682,Shadowhunters,0.0469208211143695
Fourth Wing,57,joy,32,841,Shadowhunters,0.03804994054696789
Ignite Me,83,anticipation,32,417,Shadowhunters,0.07673860911270983
Ignite Me,87,disgust,32,568,Shadowhunters,0.056338028169014086
Iron Flame,88,anticipation,32,428,Shadowhunters,0.07476635514018691
Iron Flame,99,sadness,32,495,Shadowhunters,0.06464646464646465
Iron Flame,113,disgust,32,524,Shadowhunters,0.061068702290076333
Iron Flame,115,surprise,32,514,Shadowhunters,0.0622568093385214
Iron Flame,117,trust,32,320,Shadowhunters,0.1
Iron Flame,121,joy,32,390,Shadowhunters,0.08205128205128205
Iron Flame,129,disgust,32,558,Shadowhunters,0.05734767025089606
Onyx Storm (The Empyrean Book 3,68,disgust,32,635,Shadowhunters,0.050393700787401574
Onyx Storm (The Empyrean Book 3,79,surprise,32,568,Shadowhunters,0.056338028169014086
Onyx Storm (The Empyrean Book 3,81,anticipation,32,361,Shadowhunters,0.0886426592797784
Onyx Storm (The Empyrean Book 3,96,sadness,32,346,Shadowhunters,0.09248554913294797
Onyx Storm (The Empyrean Book 3,103,disgust,32,586,Shadowhunters,0.05460750853242321
Onyx Storm (The Empyrean Book 3,107,joy,32,502,Shadowhunters,0.06374501992031872
Onyx Storm (The Empyrean Book 3,108,anger,32,348,Shadowhunters,0.09195402298850575
Onyx Storm (The Empyrean Book 3,115,anger,32,352,Shadowhunters,0.09090909090909091
Onyx Storm (The Empyrean Book 3,117,disgust,32,584,Shadowhunters,0.0547945205479452
Onyx Storm (The Empyrean Book 3,127,anticipation,32,375,Shadowhunters,0.08533333333333333
Onyx Storm (The Empyrean Book 3,127,trust,32,375,Shadowhunters,0.08533333333333333
Shatter Me,13,sadness,32,301,Shadowhunters,0.10631229235880399
Shatter Me,20,anger,32,248,Shadowhunters,0.12903225806451613
Unravel Me,79,fear,32,261,Shadowhunters,0.12260536398467432
Fourth Wing,43,joy,31,775,Shadowhunters,0.04
Fourth Wing,51,disgust,31,682,Shadowhunters,0.045454545454545456
Fourth Wing,60,disgust,31,689,Shadowhunters,0.04499274310595065
Ignite Me,84,disgust,31,456,Shadowhunters,0.06798245614035088
Ignite Me,84,joy,31,456,Shadowhunters,0.06798245614035088
Iron Flame,71,disgust,31,577,Shadowhunters,0.053726169844020795
Iron Flame,73,anger,31,395,Shadowhunters,0.07848101265822785
Iron Flame,92,positive,31,184,Shadowhunters,0.16847826086956522
Iron Flame,95,joy,31,784,Shadowhunters,0.039540816326530615
Iron Flame,99,disgust,31,495,Shadowhunters,0.06262626262626263
Iron Flame,100,fear,31,324,Shadowhunters,0.09567901234567901
Iron Flame,113,surprise,31,524,Shadowhunters,0.05916030534351145
Iron Flame,120,anticipation,31,552,Shadowhunters,0.05615942028985507
Iron Flame,125,surprise,31,810,Shadowhunters,0.03827160493827161
Onyx Storm (The Empyrean Book 3,75,anticipation,31,541,Shadowhunters,0.05730129390018484
Onyx Storm (The Empyrean Book 3,75,surprise,31,541,Shadowhunters,0.05730129390018484
Onyx Storm (The Empyrean Book 3,76,joy,31,872,Shadowhunters,0.03555045871559633
Onyx Storm (The Empyrean Book 3,79,disgust,31,568,Shadowhunters,0.05457746478873239
Onyx Storm (The Empyrean Book 3,79,sadness,31,568,Shadowhunters,0.05457746478873239
Onyx Storm (The Empyrean Book 3,86,surprise,31,589,Shadowhunters,0.05263157894736842
Onyx Storm (The Empyrean Book 3,91,disgust,31,591,Shadowhunters,0.05245346869712352
Onyx Storm (The Empyrean Book 3,108,trust,31,348,Shadowhunters,0.08908045977011494
Onyx Storm (The Empyrean Book 3,112,anticipation,31,447,Shadowhunters,0.06935123042505593
Onyx Storm (The Empyrean Book 3,121,fear,31,418,Shadowhunters,0.07416267942583732
Onyx Storm (The Empyrean Book 3,121,sadness,31,418,Shadowhunters,0.07416267942583732
Onyx Storm (The Empyrean Book 3,124,trust,31,274,Shadowhunters,0.11313868613138686
Onyx Storm (The Empyrean Book 3,130,joy,31,678,Shadowhunters,0.045722713864306784
Onyx Storm (The Empyrean Book 3,131,anger,31,341,Shadowhunters,0.09090909090909091
Shatter Me,21,fear,31,263,Shadowhunters,0.11787072243346007
Unravel Me,75,surprise,31,452,Shadowhunters,0.06858407079646017
Unravel Me,78,joy,31,300,Shadowhunters,0.10333333333333333
Fourth Wing,64,joy,30,508,Shadowhunters,0.05905511811023622
Fourth Wing,69,joy,30,696,Shadowhunters,0.04310344827586207
Fourth Wing,83,surprise,30,522,Shadowhunters,0.05747126436781609
Fourth Wing,87,disgust,30,382,Shadowhunters,0.078534031413612565
Ignite Me,79,fear,30,261,Shadowhunters,0.11494252873563218
Ignite Me,82,negative,30,178,Shadowhunters,0.16853932584269662
Ignite Me,83,trust,30,417,Shadowhunters,0.07194244604316546
Iron Flame,71,surprise,30,577,Shadowhunters,0.05199306759098787
Iron Flame,89,disgust,30,661,Shadowhunters,0.0453857791225416
Iron Flame,94,disgust,30,477,Shadowhunters,0.06289308176100629
Iron Flame,121,sadness,30,390,Shadowhunters,0.07692307692307693
Onyx Storm (The Empyrean Book 3,73,joy,30,615,Shadowhunters,0.04878048780487805
Onyx Storm (The Empyrean Book 3,75,joy,30,541,Shadowhunters,0.05545286506469501
Onyx Storm (The Empyrean Book 3,77,disgust,30,548,Shadowhunters,0.05474452554744526
Onyx Storm (The Empyrean Book 3,84,sadness,30,531,Shadowhunters,0.05649717514124294
Onyx Storm (The Empyrean Book 3,88,anger,30,398,Shadowhunters,0.07537688442211055
Onyx Storm (The Empyrean Book 3,99,anticipation,30,434,Shadowhunters,0.06912442396313365
Onyx Storm (The Empyrean Book 3,99,surprise,30,434,Shadowhunters,0.06912442396313365
Onyx Storm (The Empyrean Book 3,110,joy,30,582,Shadowhunters,0.05154639175257732
Onyx Storm (The Empyrean Book 3,116,anticipation,30,467,Shadowhunters,0.06423982869379015
Onyx Storm (The Empyrean Book 3,118,disgust,30,536,Shadowhunters,0.055970149253731345
Onyx Storm (The Empyrean Book 3,119,anticipation,30,370,Shadowhunters,0.08108108108108109
Onyx Storm (The Empyrean Book 3,120,disgust,30,636,Shadowhunters,0.04716981132075472
Onyx Storm (The Empyrean Book 3,121,joy,30,418,Shadowhunters,0.07177033492822966
Onyx Storm (The Empyrean Book 3,122,fear,30,266,Shadowhunters,0.11278195488721804
Onyx Storm (The Empyrean Book 3,126,disgust,30,609,Shadowhunters,0.04926108374384237
Onyx Storm (The Empyrean Book 3,127,disgust,30,375,Shadowhunters,0.08
Shatter Me,17,disgust,30,415,Shadowhunters,0.07228915662650602
Shatter Me,19,trust,30,356,Shadowhunters,0.08426966292134831
Unravel Me,74,fear,30,195,Shadowhunters,0.15384615384615385
Unravel Me,75,anger,30,452,Shadowhunters,0.06637168141592921
Fourth Wing,83,disgust,29,522,Shadowhunters,0.05555555555555555
Ignite Me,82,positive,29,178,Shadowhunters,0.16292134831460675
Iron Flame,0,positive,29,144,Shadowhunters,0.2013888888888889
Iron Flame,73,sadness,29,395,Shadowhunters,0.07341772151898734
Iron Flame,108,disgust,29,756,Shadowhunters,0.03835978835978836
Iron Flame,116,fear,29,264,Shadowhunters,0.10984848484848485
Iron Flame,120,surprise,29,552,Shadowhunters,0.05253623188405797
Iron Flame,121,surprise,29,390,Shadowhunters,0.07435897435897436
Iron Flame,132,anger,29,354,Shadowhunters,0.08192090395480225
Onyx Storm (The Empyrean Book 3,74,anticipation,29,416,Shadowhunters,0.06971153846153846
Onyx Storm (The Empyrean Book 3,89,disgust,29,601,Shadowhunters,0.048252911813643926
Onyx Storm (The Empyrean Book 3,107,surprise,29,502,Shadowhunters,0.05776892430278884
Onyx Storm (The Empyrean Book 3,114,joy,29,489,Shadowhunters,0.05930470347648262
Onyx Storm (The Empyrean Book 3,115,surprise,29,352,Shadowhunters,0.08238636363636363
Onyx Storm (The Empyrean Book 3,124,fear,29,274,Shadowhunters,0.10583941605839416
Shatter Me,17,anticipation,29,415,Shadowhunters,0.06987951807228916
The Mortal Instruments 05 - Cit,0,positive,29,186,Shadowhunters,0.15591397849462366
Unravel Me,77,surprise,29,458,Shadowhunters,0.06331877729257641
Unravel Me,79,anger,29,261,Shadowhunters,0.1111111111111111
Fourth Wing,69,surprise,28,696,Shadowhunters,0.040229885057471264
Fourth Wing,86,disgust,28,663,Shadowhunters,0.042232277526395176
Ignite Me,81,surprise,28,248,Shadowhunters,0.11290322580645161
Ignite Me,81,trust,28,248,Shadowhunters,0.11290322580645161
Ignite Me,83,joy,28,417,Shadowhunters,0.0671462829736211
Ignite Me,86,negative,28,177,Shadowhunters,0.15819209039548024
Iron Flame,72,joy,28,409,Shadowhunters,0.06845965770171149
Iron Flame,97,positive,28,163,Shadowhunters,0.17177914110429449
Iron Flame,105,joy,28,633,Shadowhunters,0.044233807266982623
Iron Flame,105,surprise,28,633,Shadowhunters,0.044233807266982623
Iron Flame,129,surprise,28,558,Shadowhunters,0.05017921146953405
Iron Flame,131,trust,28,252,Shadowhunters,0.1111111111111111
Onyx Storm (The Empyrean Book 3,70,disgust,28,552,Shadowhunters,0.050724637681159424
Onyx Storm (The Empyrean Book 3,93,disgust,28,685,Shadowhunters,0.040875912408759124
Onyx Storm (The Empyrean Book 3,102,anticipation,28,391,Shadowhunters,0.07161125319693094
Onyx Storm (The Empyrean Book 3,102,disgust,28,391,Shadowhunters,0.07161125319693094
Onyx Storm (The Empyrean Book 3,105,disgust,28,430,Shadowhunters,0.06511627906976744
Onyx Storm (The Empyrean Book 3,108,anticipation,28,348,Shadowhunters,0.08045977011494253
Onyx Storm (The Empyrean Book 3,110,disgust,28,582,Shadowhunters,0.048109965635738834
Onyx Storm (The Empyrean Book 3,115,trust,28,352,Shadowhunters,0.07954545454545454
Onyx Storm (The Empyrean Book 3,116,surprise,28,467,Shadowhunters,0.059957173447537475
Onyx Storm (The Empyrean Book 3,132,fear,28,234,Shadowhunters,0.11965811965811966
Shatter Me,13,anger,28,301,Shadowhunters,0.09302325581395349
Shatter Me,17,joy,28,415,Shadowhunters,0.06746987951807229
Shatter Me,20,sadness,28,248,Shadowhunters,0.11290322580645161
Shatter Me,21,sadness,28,263,Shadowhunters,0.10646387832699619
Shatter Me,22,sadness,28,266,Shadowhunters,0.10526315789473684
Unravel Me,77,sadness,28,458,Shadowhunters,0.0611353711790393
Fourth Wing,82,disgust,27,559,Shadowhunters,0.04830053667262969
Ignite Me,84,trust,27,456,Shadowhunters,0.05921052631578947
Iron Flame,80,joy,27,676,Shadowhunters,0.03994082840236687
Iron Flame,81,fear,27,340,Shadowhunters,0.07941176470588235
Iron Flame,91,disgust,27,475,Shadowhunters,0.056842105263157895
Iron Flame,117,sadness,27,320,Shadowhunters,0.084375
Iron Flame,128,joy,27,797,Shadowhunters,0.033877038895859475
Onyx Storm (The Empyrean Book 3,66,disgust,27,510,Shadowhunters,0.052941176470588235
Onyx Storm (The Empyrean Book 3,88,fear,27,398,Shadowhunters,0.0678391959798995
Onyx Storm (The Empyrean Book 3,118,surprise,27,536,Shadowhunters,0.05037313432835821
Onyx Storm (The Empyrean Book 3,121,anger,27,418,Shadowhunters,0.0645933014354067
Onyx Storm (The Empyrean Book 3,124,sadness,27,274,Shadowhunters,0.09854014598540146
Onyx Storm (The Empyrean Book 3,132,trust,27,234,Shadowhunters,0.11538461538461539
Unravel Me,79,positive,27,261,Shadowhunters,0.10344827586206896
Unravel Me,79,sadness,27,261,Shadowhunters,0.10344827586206896
Fourth Wing,39,positive,26,120,Shadowhunters,0.21666666666666667
Fourth Wing,86,joy,26,663,Shadowhunters,0.0392156862745098
Ignite Me,79,trust,26,261,Shadowhunters,0.09961685823754789
Ignite Me,84,anticipation,26,456,Shadowhunters,0.05701754385964912
Iron Flame,81,sadness,26,340,Shadowhunters,0.07647058823529412
Iron Flame,100,surprise,26,324,Shadowhunters,0.08024691358024691
Iron Flame,100,trust,26,324,Shadowhunters,0.08024691358024691
Iron Flame,113,joy,26,524,Shadowhunters,0.04961832061068702
Onyx Storm (The Empyrean Book 3,80,disgust,26,628,Shadowhunters,0.041401273885350316
Onyx Storm (The Empyrean Book 3,80,surprise,26,628,Shadowhunters,0.041401273885350316
Onyx Storm (The Empyrean Book 3,88,surprise,26,398,Shadowhunters,0.06532663316582915
Onyx Storm (The Empyrean Book 3,105,surprise,26,430,Shadowhunters,0.06046511627906977
Onyx Storm (The Empyrean Book 3,106,fear,26,344,Shadowhunters,0.0755813953488372
Onyx Storm (The Empyrean Book 3,106,sadness,26,344,Shadowhunters,0.0755813953488372
Onyx Storm (The Empyrean Book 3,115,joy,26,352,Shadowhunters,0.07386363636363637
Onyx Storm (The Empyrean Book 3,121,surprise,26,418,Shadowhunters,0.06220095693779904
Shatter Me,11,fear,26,204,Shadowhunters,0.12745098039215685
Shatter Me,11,sadness,26,204,Shadowhunters,0.12745098039215685
Shatter Me,12,trust,26,349,Shadowhunters,0.07449856733524356
Unravel Me,78,fear,26,300,Shadowhunters,0.08666666666666667
Unravel Me,79,disgust,26,261,Shadowhunters,0.09961685823754789
Unravel Me,80,anticipation,26,450,Shadowhunters,0.057777777777777775
Unravel Me,80,disgust,26,450,Shadowhunters,0.057777777777777775
Fourth Wing,64,disgust,25,508,Shadowhunters,0.04921259842519685
Fourth Wing,64,surprise,25,508,Shadowhunters,0.04921259842519685
Fourth Wing,83,joy,25,522,Shadowhunters,0.04789272030651341
Fourth Wing,87,trust,25,382,Shadowhunters,0.06544502617801047
Ignite Me,80,anger,25,223,Shadowhunters,0.11210762331838565
Ignite Me,80,positive,25,223,Shadowhunters,0.11210762331838565
Ignite Me,81,anticipation,25,248,Shadowhunters,0.10080645161290322
Ignite Me,83,disgust,25,417,Shadowhunters,0.05995203836930456
Ignite Me,85,surprise,25,530,Shadowhunters,0.04716981132075472
Iron Flame,88,disgust,25,428,Shadowhunters,0.05841121495327103
Iron Flame,90,disgust,25,379,Shadowhunters,0.06596306068601583
Iron Flame,112,joy,25,636,Shadowhunters,0.03930817610062893
Iron Flame,116,trust,25,264,Shadowhunters,0.0946969696969697
Iron Flame,117,fear,25,320,Shadowhunters,0.078125
Iron Flame,131,fear,25,252,Shadowhunters,0.0992063492063492
Onyx Storm (The Empyrean Book 3,77,joy,25,548,Shadowhunters,0.04562043795620438
Onyx Storm (The Empyrean Book 3,77,surprise,25,548,Shadowhunters,0.04562043795620438
Onyx Storm (The Empyrean Book 3,86,disgust,25,589,Shadowhunters,0.042444821731748725
Onyx Storm (The Empyrean Book 3,112,joy,25,447,Shadowhunters,0.05592841163310962
Onyx Storm (The Empyrean Book 3,114,trust,25,489,Shadowhunters,0.05112474437627812
Onyx Storm (The Empyrean Book 3,122,anger,25,266,Shadowhunters,0.09398496240601503
Onyx Storm (The Empyrean Book 3,124,anticipation,25,274,Shadowhunters,0.09124087591240876
Onyx Storm (The Empyrean Book 3,125,disgust,25,440,Shadowhunters,0.056818181818181816
Onyx Storm (The Empyrean Book 3,130,disgust,25,678,Shadowhunters,0.03687315634218289
Onyx Storm (The Empyrean Book 3,132,sadness,25,234,Shadowhunters,0.10683760683760683
Shatter Me,11,positive,25,204,Shadowhunters,0.12254901960784313
Shatter Me,12,disgust,25,349,Shadowhunters,0.07163323782234957
Shatter Me,13,anticipation,25,301,Shadowhunters,0.08305647840531562
Shatter Me,13,trust,25,301,Shadowhunters,0.08305647840531562
Shatter Me,21,trust,25,263,Shadowhunters,0.09505703422053231
Shatter Me,22,anger,25,266,Shadowhunters,0.09398496240601503
Unravel Me,74,anger,25,195,Shadowhunters,0.1282051282051282
Unravel Me,76,disgust,25,575,Shadowhunters,0.043478260869565216
Fourth Wing,82,surprise,24,559,Shadowhunters,0.04293381037567084
Ignite Me,79,anger,24,261,Shadowhunters,0.09195402298850575
Ignite Me,80,fear,24,223,Shadowhunters,0.10762331838565023
Ignite Me,80,sadness,24,223,Shadowhunters,0.10762331838565023
Iron Flame,72,disgust,24,409,Shadowhunters,0.05867970660146699
Iron Flame,73,surprise,24,395,Shadowhunters,0.060759493670886074
Iron Flame,90,anticipation,24,379,Shadowhunters,0.0633245382585752
Iron Flame,98,joy,24,549,Shadowhunters,0.04371584699453552
Iron Flame,129,joy,24,558,Shadowhunters,0.043010752688172046
Iron Flame,131,anticipation,24,252,Shadowhunters,0.09523809523809523
Iron Flame,132,anticipation,24,354,Shadowhunters,0.06779661016949153
Iron Flame,132,joy,24,354,Shadowhunters,0.06779661016949153
Onyx Storm (The Empyrean Book 3,88,sadness,24,398,Shadowhunters,0.06030150753768844
Onyx Storm (The Empyrean Book 3,116,disgust,24,467,Shadowhunters,0.05139186295503212
